,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,CShareD vs Output,DShareC vs CShareD
MA,16957.0,0.2629419331030977,0.9999999999999999,0.39382808561067106,0.971539482784935,0.9481397102084791,0.4310574919438464,0.9442772800933583,0.9715394827849352,0.2629419331030973,0.26294193310309744
HT,163.0,0.38419156094799267,1.0,0.3853389851270453,0.9999977317586646,0.9703133799743018,0.45958970784711217,0.9438437919483689,0.9999977317586647,0.3841915609479929,0.3841915609479929
VN,20388.0,0.12717306448449198,1.0,0.3831042093035919,0.8945603277405424,0.9573248552088399,0.27764598701197996,0.9739435340920222,0.894560327740543,0.12717306448449178,0.12717306448449162
CL,22013.0,0.16811938885242228,1.0000000000000002,0.3789943888573285,0.9082879661694181,0.9498620625174525,0.32686694535369304,0.9654724714825852,0.9082879661694179,0.16811938885242203,0.16811938885242203
NG,31408.0,0.07920827850755884,0.9999999999999997,0.375210013797056,0.8690708073179635,0.9417577206264434,0.29403203574009595,0.9312491329688146,0.8690708073179636,0.0792082785075589,0.07920827850755882
TL,167.0,0.3727721966949444,1.0000000000000002,0.3739938370652647,0.999997119426272,0.9695112502721539,0.44030516912641066,0.9563626557093146,0.9999971194262719,0.37277219669494455,0.3727721966949444
TN,11206.0,0.24738766591875408,1.0000000000000002,0.37271297930980807,0.9552955310394544,0.9487335789189996,0.37131079927287003,0.9264798968786842,0.9552955310394543,0.24738766591875402,0.24738766591875416
KE,8754.0,0.3031679967750397,1.0,0.3718982180773448,0.9922271093016858,0.9392036411884196,0.49935459673919624,0.9027871219637004,0.992227109301686,0.30316799677503986,0.3031679967750398
AE,18978.0,0.1406327565052542,1.0,0.364938331800895,0.9352240399456812,0.9595826758270825,0.2616777221691199,0.9111604567334994,0.9352240399456813,0.140632756505254,0.14063275650525414
DO,654.0,0.35711812553413363,1.0,0.3642744903417558,0.9999274096684078,0.9507865691739443,0.4068062828135364,0.9399402186394641,0.9999274096684078,0.3571181255341337,0.35711812553413347
GA,397.0,0.3567343451835905,0.9999999999999999,0.35852333548145804,0.9999966628188355,0.947222726662542,0.49105180394284564,0.7851961608940633,0.9999966628188356,0.35673434518359054,0.35673434518359043
KZ,11158.0,0.16791627091769176,1.0,0.35746186884726316,0.9270071567109842,0.9638017210995327,0.2612831854357001,0.9867402385908961,0.9270071567109841,0.1679162709176917,0.16791627091769168
ML,742.0,0.34235893148375895,1.0,0.353242371162711,0.9996283779677201,0.9447134588312003,0.45689036618224244,0.8947149364623377,0.99962837796772,0.3423589314837586,0.3423589314837589
MT,1513.0,0.33425698198149634,1.0000000000000002,0.35046672475231955,0.9994498900649502,0.9429912878637059,0.44058197473174227,0.9673169324538443,0.99944989006495,0.33425698198149656,0.33425698198149645
IQ,25921.0,0.06514475060227826,1.0,0.3471222759638196,0.8868118049797198,0.9557214910780228,0.2196788329542981,0.9251281972970048,0.8868118049797198,0.06514475060227821,0.06514475060227808
KG,1340.0,0.33364822741986006,1.0,0.3465519923177782,0.9996938378523585,0.9564118901532013,0.42355193951060127,0.9497875830185177,0.9996938378523583,0.3336482274198597,0.3336482274198597
HU,19813.0,-0.03878311023158252,1.0000000000000002,0.3460885889048729,0.6735678757833072,0.9631932873293293,0.03391601073717585,0.9922125917764153,0.6735678757833077,-0.03878311023158315,-0.03878311023158324
PE,12005.0,0.19057791680997602,1.0000000000000002,0.34529802461280856,0.9470370344506917,0.9511193736904663,0.35385445422224476,0.9490959122994449,0.9470370344506913,0.19057791680997604,0.190577916809976
ET,14911.0,0.23098650311548677,0.9999999999999998,0.3442170897931244,0.9756676289663416,0.9297446739793633,0.44381635014107235,0.8121161189622672,0.9756676289663414,0.2309865031154867,0.23098650311548669
TJ,3616.0,0.3212730861052297,0.9999999999999998,0.34240694764432655,0.9988701670132788,0.9353818861225693,0.4874771657352953,0.8862267139533994,0.9988701670132787,0.3212730861052298,0.3212730861052298
WS,67.0,0.3399905968614551,1.0,0.3411013054380649,0.9999990819266831,0.989499255909885,0.318291438150056,0.9516224622532758,0.9999990819266832,0.33999059686145533,0.33999059686145505
GH,8934.0,0.2599915475900219,1.0,0.33646478224034604,0.9890101212716219,0.9434295398169643,0.4489199934907446,0.9217839059844711,0.9890101212716219,0.2599915475900215,0.25999154759002163
RO,21637.0,0.032687067648745426,1.0000000000000002,0.33253827896253546,0.8470919725165517,0.9561947208595515,0.08209151815132223,0.9500712234416878,0.8470919725165516,0.0326870676487458,0.032687067648745766
UG,5688.0,0.28650922249218463,1.0,0.33208461124528255,0.995525574209799,0.9230805546812957,0.453144954055885,0.8658601329276735,0.9955255742097989,0.28650922249218497,0.28650922249218497
FJ,477.0,0.32730530920786366,0.9999999999999998,0.33162376556759166,0.999970923867923,0.9747198996487864,0.4641553290750381,0.9449134847480241,0.9999709238679231,0.32730530920786377,0.3273053092078639
GM,502.0,0.32479315991858315,1.0,0.3286873259343756,0.9999854689805164,0.9478168073825216,0.4274682034002713,0.8446690897205282,0.9999854689805168,0.32479315991858304,0.32479315991858304
LV,3726.0,0.2802643362031377,0.9999999999999998,0.32861259617782823,0.9946422463184746,0.9634233332015432,0.4240109940524072,0.969412667926109,0.9946422463184744,0.28026433620313795,0.28026433620313784
TZ,5283.0,0.27030184729066364,0.9999999999999997,0.32791499844694283,0.9904471042986943,0.9343385000667078,0.4345480632601656,0.9154128952228908,0.9904471042986946,0.2703018472906637,0.27030184729066364
IS,2436.0,0.2993414908025399,1.0,0.3260380365758784,0.9978573996999227,0.948467213469312,0.39073979837599915,0.9158220004458241,0.9978573996999226,0.29934149080253997,0.2993414908025398
GT,1127.0,0.3072235988016453,1.0000000000000002,0.32172261009878833,0.9993587826337076,0.9375134518541751,0.42231675479485703,0.9441546845353576,0.9993587826337078,0.30722359880164535,0.3072235988016453
BN,1261.0,0.3076517945422366,1.0,0.31729087974696113,0.999858490931433,0.9658651625231239,0.4343494624177492,0.9002542296882456,0.999858490931433,0.30765179454223646,0.3076517945422367
UZ,7753.0,0.2308687937863859,1.0,0.3141471890473251,0.9844980336009854,0.9591608202464948,0.37805687404301447,0.9531755299247608,0.9844980336009852,0.23086879378638592,0.23086879378638578
MZ,1751.0,0.2952844477776424,0.9999999999999999,0.31295163679651855,0.9993005781522937,0.9472148324811788,0.4452614822119326,0.8970251700010176,0.9993005781522932,0.2952844477776426,0.29528444777764257
NI,601.0,0.3028039710828824,1.0000000000000002,0.31276674516737313,0.9997250284612144,0.9582950501269134,0.38855114069378005,0.9562437269638752,0.9997250284612142,0.30280397108288243,0.3028039710828824
